date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1982/9/1,251726,21905,149402,97409,1300229,136590,110882,24426,32906,418777,212578,28213,44655,693941,318727,121251,84222,190126,384147,198008,45152,178270,237418,684029,186340,122971,224133,34159,44874,51783,34168,323058,57697,715599,306128,279603,18434,673872,105360,152766,630935,50159,166597,19221,261490,550618,58078,18081,204811,241983,122421,261555,17587
1982/10/1,255659,22466,154583,99453,1327136,141201,111084,24601,33639,429562,218978,28161,45840,709506,325011,123941,85327,195630,394767,203247,45717,178690,238885,699797,189758,125326,230321,34841,46109,53187,34056,328326,58941,732975,309907,283604,18984,687824,113140,156686,649055,50845,168562,19642,268488,574170,60300,18235,208093,244252,128149,268121,18647
1982/11/1,258548,23062,158474,101511,1347378,143871,111107,24762,34365,438970,224610,28289,46947,721259,329100,126566,85439,201075,403654,208979,46383,178933,239681,709899,191813,127898,236081,35522,47549,54346,33882,332729,60474,748570,313189,287227,19552,698729,120113,159713,664164,51085,170211,19928,273734,597554,62406,18408,209995,245693,133359,274850,19681
1982/12/1,259767,23560,160142,103096,1356607,144698,110625,24838,34936,445023,227682,28559,47508,727692,329407,128510,84535,204976,409167,214706,47003,178149,239116,711719,192287,130312,240885,36016,48872,54975,33489,334536,61989,759232,314906,290100,20015,704497,125662,160915,673437,50565,171031,20047,276311,617458,64212,18520,209523,245768,137408,279025,20650
1983/1/1,259360,23846,159305,104043,1354787,143926,109533,24832,35295,447648,227508,28879,47313,729039,325861,129332,82799,206851,411047,220160,47488,176220,236991,706072,191633,132501,244374,36238,49731,55021,32830,333428,63210,764316,314747,291513,20302,705363,129784,159893,676402,49310,170842,20003,276280,632067,65709,18599,206362,244574,139975,278972,21646
1983/2/1,257458,23840,156244,104261,1341885,141592,107768,24745,35409,447349,224430,29066,46403,725123,318936,128529,80527,206465,409128,224879,47669,173319,233155,694065,189973,134273,246346,36183,49851,54467,31901,329836,63904,763841,312871,290156,20384,701129,132355,156913,672874,47576,169456,19769,273909,640316,66770,18584,200670,242246,140864,273940,22578
1983/3/1,254492,23581,151617,103773,1319426,137809,105446,24562,35341,444932,219760,28995,45067,716538,310194,126476,77847,204287,403826,228500,47476,169594,227765,677893,187047,135199,246988,35955,49140,53386,30755,324753,63920,759062,310212,285304,20250,691935,133277,153013,663374,45691,166671,19384,269957,642374,67256,18431,193335,239128,140382,264821,23167
1983/4/1,251387,23223,146096,102974,1292107,133046,102919,24301,35211,441508,215193,28704,43696,705081,301773,123891,74919,201410,396698,231009,47049,165250,221594,661234,183228,135057,246701,35688,47762,51992,29536,319606,63318,752513,308192,278382,19956,679379,132868,149253,650264,43969,162564,18898,265771,640569,67138,18183,185776,236065,139134,253676,23312
1983/5/1,248687,22913,140096,102320,1262857,127558,100440,24032,35091,437672,211621,28285,42514,691497,294919,121095,72064,198494,388647,232164,46446,160697,215325,646079,179066,133902,245580,35449,45993,50494,28385,314840,62278,744839,307246,270794,19545,664850,131338,146500,635843,42575,157281,18340,262116,636894,66442,17896,179089,233538,137483,242771,22969
1983/6/1,246225,22732,133669,101861,1232023,121234,98098,23768,34959,433183,208903,27865,41554,675497,289509,118239,69582,195636,379695,231437,45623,156073,209268,631341,174653,131876,243399,35236,44111,49017,27366,309817,61052,735156,306564,263180,19046,648741,128843,144849,620672,41427,151033,17738,258799,631783,65240,17587,173669,231275,135512,233848,22116
1983/7/1,243463,22701,126400,101343,1199097,114318,95853,23478,34744,427114,206059,27538,40751,656343,284494,115374,67570,192332,369538,228525,44616,151397,203356,614959,170105,129226,239615,34975,42393,47546,26494,303724,59810,722454,304984,256441,18529,630592,125538,143639,604439,40251,144137,17155,255011,624864,63576,17266,168924,228716,133095,227281,20909
1983/8/1,240049,22809,118153,100554,1164749,107772,93683,23161,34401,418998,202365,27300,39902,634886,279305,112437,66090,188230,358300,223617,43523,146773,197599,596196,165845,126301,234415,34594,41026,46015,25772,296454,58560,706776,301867,251423,18059,610817,121956,142553,587653,38818,137194,16630,250340,615920,61523,16965,164054,225922,130137,222135,19596
1983/9/1,235851,23021,109136,99331,1130139,102391,91532,22789,33919,408997,197530,27101,38815,612612,273140,109467,65015,183229,346425,217097,42348,142062,191905,575848,162045,123333,228399,34004,40047,44398,25132,288027,57145,688702,297266,247428,17675,590037,118411,140972,570862,37122,130811,16164,244622,603608,59187,16661,158805,223046,126544,217084,18400
1983/10/1,230978,23289,99878,97633,1096763,98125,89311,22303,33318,397567,191652,26872,37438,591312,265579,106614,64026,177478,334756,209495,41079,136995,186023,555415,158543,120612,221864,33188,39337,42740,24464,278815,55440,669106,291452,243443,17376,569256,114779,138331,554193,35294,125253,15730,237781,586694,56769,16354,153103,219719,122324,210867,17505
1983/11/1,226045,23574,91426,95759,1067493,94594,87091,21684,32625,385690,185466,26650,35901,573596,257265,104075,63065,171877,324594,202003,39803,131866,180068,536829,155345,118455,215301,32296,38831,41181,23731,270028,53616,649618,285095,239425,17161,550284,111455,134838,538807,33551,120565,15324,230345,566915,54531,16062,147375,215937,117912,203240,16929
1983/12/1,221610,23872,84700,94114,1044338,91741,85046,20963,31882,374513,179783,26498,34490,560780,249352,102161,62297,167501,316764,195996,38575,127450,174316,521779,152541,116889,209104,31454,38457,39822,23003,262923,51879,631877,279102,228331,17049,534744,108853,131292,526162,32093,116663,14971,223049,547238,52604,15762,142638,212221,113941,195366,16589
1984/1/1,217505,24129,79747,92781,1025402,89614,83109,20193,31076,364087,174751,26398,33373,550755,242161,100904,61627,164316,310737,191812,37340,123949,168583,510129,149847,115527,202945,30706,37950,38665,22310,257208,50189,615579,273745,218019,17007,521949,106683,128346,515761,30928,113083,14690,216236,528065,50904,15396,139478,208460,110665,188304,16323
1984/2/1,213684,24293,75768,91779,1009058,88383,81216,19528,30223,354568,170506,26291,32634,540910,235777,100156,60883,162034,306074,189400,36124,121453,162800,501623,147176,114221,196273,30155,37226,37797,21692,252112,48580,601257,269807,209235,16998,510985,104782,126377,507191,29985,109444,14500,210221,509638,49382,14962,138061,204661,108149,182824,16035
1984/3/1,210464,24337,72195,91143,996186,88343,79571,19115,29424,346965,167505,26152,32308,530589,230215,99626,60291,160489,303127,188697,35072,120272,157418,496314,144879,113387,189356,29927,36400,37338,21264,247694,47219,591225,268508,202654,17040,502096,103480,125245,501092,29122,106055,14422,205537,493625,48109,14472,138205,201151,106457,179113,15759
1984/4/1,207718,24258,68825,90597,986151,89279,78254,18971,28753,341446,165801,25949,32336,519391,225216,99040,59954,159108,301524,189074,34291,120265,152550,492318,142862,113185,182682,30009,35597,37285,21078,243869,46316,585788,269835,198042,17114,494334,102947,124526,496856,28131,103321,14451,202006,480470,47035,13936,139109,197952,105308,176779,15515
1984/5/1,205414,24134,65983,90030,979403,90958,77326,19023,28295,338050,165347,25738,32652,509102,221089,98603,59811,157639,301158,190486,33798,120948,148333,488667,141046,113628,176623,30293,35022,37570,21130,240969,46044,585033,273535,195200,17212,487511,103153,124055,493968,26956,101677,14584,199460,470833,46167,13422,140261,195236,104698,175638,15396
1984/6/1,203264,24048,64128,89494,975144,93151,76747,19158,28036,336174,165824,25550,33092,501253,217969,98318,59771,155836,301564,192897,33476,121600,144742,485102,139247,114585,171418,30588,34771,38015,21360,238935,46340,587146,278451,196893,17324,481441,103857,123681,491998,25692,101299,14792,197439,465124,45515,12976,141322,192932,104599,175006,15484
1984/7/1,200913,23991,63721,88937,971236,95270,76401,19246,27881,334890,166720,25397,33480,496246,215958,98195,59629,153586,301993,195906,33150,121595,141578,481466,137330,115707,167354,30674,34682,38437,21666,237061,47045,588611,282441,191136,17413,475877,104513,123397,490141,24448,101764,14996,195131,462823,45071,12625,142245,190748,104943,173867,15750
1984/8/1,198357,23940,65134,88366,967359,96624,76242,19222,27754,333891,167799,25395,33777,494978,215042,98445,59379,151173,302197,199374,32707,120738,138726,478344,135657,116597,164657,30556,34621,38778,21980,234743,48040,587726,284095,195105,17479,471403,104830,123017,487281,23430,102511,15140,192197,464114,44919,12379,143205,188599,105733,171888,16088
1984/9/1,195532,23877,68339,87949,963640,97293,76243,19099,27604,333087,169097,25573,33975,497203,215275,99241,59244,149141,301964,203285,32213,119447,136124,475828,134501,116937,163297,30345,34614,38974,22271,231768,49162,583854,283089,197777,17515,468366,105166,122646,483373,22853,103067,15238,189083,469937,45048,12252,144279,186769,106909,169589,16418
1984/10/1,192375,23802,72698,87740,959189,97860,76336,18900,27408,332256,170558,25748,34048,500258,216398,100426,59469,147800,300829,207460,31772,117944,133712,472894,133729,116661,162974,30115,34733,38970,22497,228213,50202,576970,279976,199130,17524,466063,105980,122557,478489,22801,102931,15319,186162,480015,45284,12229,145629,185464,108101,167807,16661
1984/11/1,188951,23748,77210,87616,953550,98483,76392,18676,27196,331545,172231,25728,34100,501543,217419,101775,60004,146969,298683,211432,31502,116283,131367,468898,133245,116030,163156,29971,35039,38867,22634,224554,51031,568670,276274,198645,17549,463632,107181,122661,472404,23194,101769,15419,183556,492038,45458,12276,147366,184338,108891,167253,16736
1984/12/1,185507,23723,81137,87469,947594,98908,76397,18474,27022,331049,174470,25441,34269,500964,217629,103033,60662,146455,296102,214699,31469,114528,129224,463763,132915,115413,163607,30032,35563,38822,22641,221365,51743,561554,273634,196377,17600,460683,108485,122536,465657,23817,99782,15551,181575,504028,45501,12360,149329,183032,108939,167892,16659
1985/1/1,182560,23758,84346,87371,943463,99128,76504,18287,26943,330991,177713,25003,34606,500331,217339,104095,61387,146429,293961,217199,31658,112915,127727,458313,132569,115091,164478,30307,36477,38948,22512,219408,52559,557998,272860,193128,17676,457574,109808,121937,459906,24423,97870,15748,180447,515889,45425,12465,151323,181735,108152,169274,16529
1985/2/1,180201,23916,87322,87524,942498,99214,76814,18049,26965,331383,181756,24628,35157,501485,217028,105016,62091,147032,292660,219267,31944,111589,127124,453695,132376,115194,165501,30649,37703,39250,22298,219073,53602,557843,272874,189880,17776,455612,111063,121042,456273,24838,97153,16055,180204,527950,45309,12604,153458,180593,106775,170943,16498
1985/3/1,177946,24170,90269,87973,942993,99364,77143,17742,26980,331433,185589,24458,35783,504265,216581,105576,62546,147927,291514,221068,32073,110315,127097,449963,132309,115436,165917,30860,38970,39564,21979,219234,54707,558040,271638,186999,17855,454872,111700,119946,454117,24953,98160,16427,180404,539316,45151,12768,155647,179287,105006,172253,16635
1985/4/1,175571,24435,93043,88678,943405,99864,77300,17393,26909,330836,188377,24536,36296,508123,215817,105691,62652,149003,289892,222689,31890,108937,127285,447327,132388,115676,165404,30871,40059,39712,21529,218608,55616,556652,268364,184242,17888,455358,111372,118703,452551,24787,100806,16765,180581,549641,44992,12934,157690,177656,103201,172804,16953
1985/5/1,173217,24627,95600,89495,943569,100681,77223,17012,26716,329668,189732,24837,36622,512811,214433,105574,62577,150319,287764,224134,31443,107466,127506,446008,132957,115998,164346,30784,40810,39643,20959,216833,56237,553709,263628,181332,17907,457347,110361,117187,450977,24411,104500,16992,180385,559605,44902,13068,159157,175815,101553,172411,17378
1985/6/1,171134,24701,97690,90230,943307,101671,76849,16608,26405,327867,189449,25276,36752,517973,212292,105572,62489,151920,285276,225400,30910,105971,127558,445390,134129,116318,163088,30690,41226,39388,20301,214438,56605,549947,258544,178154,17944,460692,109204,115325,448812,23932,108156,17071,179669,569657,44832,13150,159651,174027,100014,171517,17819
1985/7/1,169568,24713,99185,90823,942279,102717,76166,16190,26007,325571,187722,25692,36747,523025,209534,105795,62766,153851,282484,226747,30463,104548,127382,443942,135736,116766,161839,30737,41512,39051,19596,212426,56783,546888,254632,175062,18014,464837,108642,113406,445923,23470,110839,17062,178713,579452,44743,13171,159172,172542,98520,170932,18200
1985/8/1,168175,24683,99581,90988,937116,103552,75006,15709,25483,322336,184512,25857,36675,524701,205729,105885,63305,155561,278709,227803,30163,102961,126625,438814,136945,117262,160297,30883,41727,38624,18835,211167,56729,543539,251861,171256,18073,467123,108689,111497,441695,22951,111826,16996,177360,586162,44454,13090,157646,170881,96737,170627,18455
1985/9/1,166954,24656,98808,90671,927229,104126,73371,15182,24850,318489,180282,25734,36688,521996,200795,105606,63845,156672,274257,228581,29993,101152,125247,429506,137407,117749,158493,31061,41856,38088,18058,210999,56523,539945,249989,166626,18114,466154,108953,109969,436209,22300,111086,16904,175897,589306,43933,12904,155238,168779,94669,170312,18598
1985/10/1,166423,24731,97557,90195,916132,104676,71560,14717,24221,315316,176198,25479,36909,517292,195641,105138,64367,157392,270326,229360,29904,99727,123691,418123,137410,118330,156840,31331,41989,37516,17384,211763,56420,538059,249254,162078,18167,462179,109552,109268,430824,21587,109509,16842,175262,591616,43369,12651,152440,166815,92724,169845,18661
1985/11/1,166924,25001,96626,89888,906621,105744,69873,14403,23680,313490,173119,25244,37229,511882,191535,104608,64810,157994,267514,230426,29857,99142,122352,406851,137063,119147,155412,31613,42138,36921,16905,212513,56583,538525,249546,158891,18231,455787,110812,109589,426708,20866,108039,16822,175888,596238,42889,12412,149723,165767,91193,169139,18813
1985/12/1,168596,25525,96534,89921,900768,107904,68541,14308,23311,313371,171506,25085,37543,506036,189330,104079,65254,158529,266014,232100,29848,99385,121575,398356,136439,120528,154260,31844,42241,36294,16685,212753,57014,541504,250735,158026,18343,448610,113127,110901,424114,20183,107222,16839,177499,606078,42599,12261,147450,166015,90273,168468,19159
1986/1/1,171329,26280,97584,90326,899769,111126,67671,14459,23184,315212,171545,24989,37901,500578,189115,103658,65824,158944,265974,234653,29880,100365,121535,394683,135728,122775,153827,32058,42168,35651,16695,212405,57725,546513,252757,159389,18540,442964,116728,112918,422754,19654,107044,16859,179729,623072,42617,12235,146028,167569,90152,168244,19686
1986/2/1,174651,27146,99664,90927,903042,114932,67221,14783,23289,318450,172958,24893,38253,496192,190120,103297,66593,159154,267285,237845,29929,101790,122155,395856,134852,125701,154555,32263,41867,35010,16758,211355,58696,552292,255181,162508,18804,439765,121134,114877,421524,19379,107034,16829,182076,646359,42942,12305,145351,170222,90647,168446,20365
1986/3/1,177793,27982,102402,91417,908185,118483,66991,15106,23535,321990,175036,24736,38612,492687,191185,102925,67418,159078,269501,240909,29985,103240,123094,399575,133480,128838,156285,32417,41325,34444,16725,209802,59833,556975,256904,166409,19070,438617,126025,116225,419053,19404,106592,16734,183687,672095,43503,12409,144893,173523,91364,168771,21055
1986/4/1,180072,28672,105528,91644,912577,121361,66788,15242,23802,324946,176969,24469,39071,489763,191402,102465,68146,158705,272231,243605,30074,104521,124039,402958,131567,131669,158517,32490,40578,34008,16522,207979,60999,558388,256589,170133,19255,439014,131072,116679,414815,19700,105447,16605,184163,696280,44227,12497,144523,176694,91989,168908,21590
1986/5/1,181011,29122,108565,91560,913488,123811,66420,15080,23977,326815,178106,24055,39569,486083,190318,101552,68578,158052,274654,245863,30162,105569,124643,403550,128986,133624,160741,32432,39719,33670,16077,205604,61933,554412,253200,172640,19258,439614,135412,115928,408409,20129,103617,16458,183672,715551,44996,12535,144233,178978,92205,168508,21896
1986/6/1,180791,29282,111339,91389,910857,126235,65850,14613,24050,328042,178453,23501,40069,480767,188180,99987,68594,157431,276415,247935,30238,106555,124776,400899,126109,134616,162594,32293,38939,33419,15382,202436,62522,544847,246849,173576,19055,439267,138361,114046,400387,20604,101531,16316,182848,729212,45796,12532,144219,180213,91978,167412,22013
